t1.LocationCityId|t1.firstName|t1.birthday|t2.name
117|R.|1980-01-14|Jiaganj_Azimganj
720|Manuel|1986-11-29|Guadalajara
720|Sergio|1987-09-20|Guadalajara
720|Jorge|1982-02-07|Guadalajara
720|Roberto|1986-08-13|Guadalajara
720|Carlos|1980-09-11|Guadalajara
720|Carlos|1987-07-09|Guadalajara
720|Francisco|1984-08-06|Guadalajara
720|Sergio|1988-04-03|Guadalajara
720|Carlos|1985-09-17|Guadalajara
720|Sergio|1985-01-18|Guadalajara
720|Carlos|1982-10-14|Guadalajara
720|Manuel|1986-09-16|Guadalajara
720|Francisco|1983-06-02|Guadalajara
720|Laura|1988-07-22|Guadalajara
1411|Mehmet|1986-06-22|Izmir
1411|Abdullah|1989-02-06|Izmir
1411|Abdullah|1986-06-26|Izmir
1411|Zeki|1988-01-05|Izmir
708|Prince|1983-09-17|Yokohama
708|Hiroshi|1983-02-01|Yokohama
708|Jun|1983-06-02|Yokohama
708|Takeshi|1987-04-28|Yokohama
708|Hideo|1988-03-05|Yokohama
708|Akira|1984-10-22|Yokohama
708|Daisuke|1986-07-17|Yokohama
708|Kiyoshi|1988-01-26|Yokohama
708|Koji|1980-05-08|Yokohama
708|Koji|1985-01-28|Yokohama
708|Hiroshi|1982-07-08|Yokohama
708|Takashi|1984-11-21|Yokohama
445|Peng|1981-04-13|Chizhou
445|Bingbing|1986-11-04|Chizhou
445|Jie|1987-02-13|Chizhou
445|Jun|1981-03-07|Chizhou
445|Bing|1988-09-05|Chizhou
445|Chen|1983-06-07|Chizhou
445|Changpeng|1987-12-28|Chizhou
445|Jun|1983-04-09|Chizhou
1173|Carlo|1988-11-26|Rome
1173|Carlo|1988-08-11|Rome
1173|Stefano|1989-11-22|Rome
1173|Luigi|1984-04-18|Rome
1173|Antonio|1982-05-16|Rome
1173|Renato|1986-09-10|Rome
883|Tom|1983-03-04|Indianapolis
883|Richard|1985-01-04|Indianapolis
883|Mike|1984-05-23|Indianapolis
883|Frank|1982-06-04|Indianapolis
883|John|1987-03-19|Indianapolis
883|Tony|1987-10-09|Indianapolis
883|John|1982-12-31|Indianapolis
883|George|1983-09-13|Indianapolis
652|Agustiar|1982-01-22|Semarang
652|Abdul Rahman|1989-08-03|Semarang
652|Artika Sari|1981-03-10|Semarang
652|Muhammad|1988-09-22|Semarang
652|Zaenal|1981-01-27|Semarang
652|Agustiar|1989-04-30|Semarang
652|Aa Ngurah|1984-07-07|Semarang
652|A.|1982-01-04|Semarang
652|Aburizal|1986-01-25|Semarang
652|Abdul Haris|1981-09-11|Semarang
652|Abdul Rahman|1983-10-13|Semarang
1223|Grigore|1986-02-28|Chişinău
1223|Alexandre|1989-11-06|Chişinău
1223|Ion|1983-11-21|Chişinău
1223|Alexei|1982-05-30|Chişinău
1223|Artur|1989-03-16|Chişinău
1223|Natalia Barbu|1981-09-12|Chişinău
1223|Alexei|1985-03-18|Chişinău
1223|Dan|1987-10-09|Chişinău
866|Andrei|1987-01-26|Belgorod
866|Daniil|1987-04-10|Belgorod
866|Denis|1989-02-03|Belgorod
866|Evgeny|1980-12-17|Belgorod
866|Aleksandr|1981-08-08|Belgorod
866|Andrei|1986-12-21|Belgorod
866|Alexander|1981-09-15|Belgorod
866|Evgeny|1985-08-31|Belgorod
866|Alexander|1981-04-17|Belgorod
866|Andrei|1982-12-06|Belgorod
521|Alexander|1980-11-24|Tegucigalpa
521|Jose Trinidad|1986-01-20|Tegucigalpa
521|Jose Trinidad|1988-04-12|Tegucigalpa
521|Wilson|1980-11-28|Tegucigalpa
521|Carlos|1981-11-10|Tegucigalpa
521|Horacio|1983-04-26|Tegucigalpa
521|Wilson|1980-09-30|Tegucigalpa
521|Carlos Roberto|1980-11-06|Tegucigalpa
521|Jose Trinidad|1988-12-27|Tegucigalpa
1056|Federico|1980-09-08|Viña_del_Mar
1056|Eduardo|1980-08-28|Viña_del_Mar
1056|Fernando|1982-11-18|Viña_del_Mar
1056|Francisco|1986-09-18|Viña_del_Mar
919|Anh|1980-10-20|Đồng_Hới
919|Ching|1987-01-21|Đồng_Hới
919|Hoang Yen|1984-01-02|Đồng_Hới
919|Cam|1980-10-24|Đồng_Hới
919|Anh|1983-09-20|Đồng_Hới
919|Cam|1985-12-04|Đồng_Hới
919|Ching|1987-12-17|Đồng_Hới
919|Dieu Hoa|1981-09-09|Đồng_Hới
919|Dặng Dinh|1984-06-19|Đồng_Hới
919|Bich Phuong|1981-11-01|Đồng_Hới
919|Dặng Dinh|1981-08-26|Đồng_Hới
919|Cam|1981-10-14|Đồng_Hới
919|Bich Phuong|1980-01-26|Đồng_Hới
510|Alim|1984-10-07|Baku
510|Aliagha|1980-10-11|Baku
510|Rafael|1984-05-12|Baku
510|Ali|1982-04-24|Baku
510|Lev Davidovich|1986-11-26|Baku
510|Rafael|1983-10-11|Baku
346|Lin|1980-04-29|Duyun
346|Chengdong|1982-07-21|Duyun
346|Lei|1988-02-04|Duyun
346|Chen|1988-08-10|Duyun
346|Hao|1986-05-09|Duyun
346|Jie|1983-07-12|Duyun
346|Jie|1986-11-24|Duyun
1203|Marc|1989-05-15|Fianarantosa
1203|Abdoulatifou|1988-03-11|Fianarantosa
1203|Jimmy|1988-03-23|Fianarantosa
1203|Eugene|1980-08-08|Fianarantosa
1203|Andry|1988-12-21|Fianarantosa
1203|Eugene|1988-09-15|Fianarantosa
1203|Jimmy|1985-06-24|Fianarantosa
1203|Philibert|1982-04-04|Fianarantosa
118|Arjun|1982-04-09|Andhra_Pradesh
118|Arjun|1980-12-29|Andhra_Pradesh
118|Shweta|1988-10-26|Andhra_Pradesh
118|Shweta|1989-02-11|Andhra_Pradesh
804|Rico|1983-12-11|Laoag
804|Vicente|1984-12-12|Laoag
804|Juan|1986-06-13|Laoag
804|Bobby|1980-12-04|Laoag
804|Francis|1989-12-24|Laoag
804|Francis|1980-11-26|Laoag
804|John|1983-05-15|Laoag
804|Juan|1989-02-02|Laoag
804|Cesar|1989-02-04|Laoag
348|Chen|1987-11-02|Xinxiang
348|Bing|1983-01-09|Xinxiang
348|Jie|1983-05-04|Xinxiang
348|Yang|1984-07-29|Xinxiang
348|Yang|1980-05-31|Xinxiang
348|Zhong|1986-10-01|Xinxiang
348|Wei|1989-07-31|Xinxiang
348|Chen|1982-11-07|Xinxiang
348|Lei|1987-03-01|Xinxiang
348|Wei|1985-02-04|Xinxiang
348|Chen|1989-11-06|Xinxiang
1364|Per|1988-03-29|Malmö
1364|Jan|1987-11-20|Malmö
1364|Gunnar|1986-09-19|Malmö
1364|Lars|1989-06-06|Malmö
1364|Carl|1981-07-02|Malmö
1364|Thomas|1984-12-29|Malmö
1364|Lena|1980-12-22|Malmö
1364|Bjorn|1982-02-06|Malmö
1364|Nils|1987-11-18|Malmö
223|Amit|1982-02-02|Rajasthan
223|John|1988-07-31|Rajasthan
223|Abhishek|1980-01-25|Rajasthan
223|John|1985-03-29|Rajasthan
223|Abhishek|1989-08-24|Rajasthan
223|Shweta|1982-03-21|Rajasthan
223|K.|1981-05-22|Rajasthan
223|Deepak|1985-03-01|Rajasthan
223|A.|1988-07-23|Rajasthan
223|A.|1984-11-12|Rajasthan
223|V.|1989-07-09|Rajasthan
223|Aditya|1985-05-25|Rajasthan
264|Ashok|1987-01-13|Goa
264|John|1983-01-16|Goa
264|Deepak|1983-07-26|Goa
264|John|1982-05-25|Goa
264|John|1982-11-15|Goa
264|Rahul|1982-04-28|Goa
264|A.|1985-02-18|Goa
264|Arun|1981-03-20|Goa
264|John|1981-12-09|Goa
264|Aditya|1987-03-18|Goa
264|Sanjay|1989-07-15|Goa
1278|Marek|1983-12-05|Szczecin
1278|Zbigniew|1989-01-21|Szczecin
1278|Zbigniew|1986-05-21|Szczecin
1278|Tomasz|1981-01-15|Szczecin
1278|Zbigniew|1980-05-07|Szczecin
1278|Zbigniew|1988-08-13|Szczecin
1278|Marcin|1982-12-21|Szczecin
1278|Michal|1980-03-22|Szczecin
1278|Wojciech|1981-08-24|Szczecin
1278|Witold|1980-12-02|Szczecin
1195|Ajuma Nasenyana|1986-05-04|Nairobi
1195|Chris|1985-12-24|Nairobi
1195|Richard|1987-11-11|Nairobi
1195|Arap|1988-09-09|Nairobi
1195|Evelyn|1982-07-04|Nairobi
1195|Anthony|1985-05-20|Nairobi
1195|Ajuma Nasenyana|1989-06-18|Nairobi
1195|Alex Obanda|1986-07-28|Nairobi
1195|Curtis|1987-01-26|Nairobi
1073|Frank|1981-10-06|Jagüey_Grande
1073|Leo|1981-02-18|Jagüey_Grande
1073|Eduardo|1983-12-23|Jagüey_Grande
1073|Guillermo|1982-12-06|Jagüey_Grande
259|John|1984-05-13|Krishnanagar
259|Rahul|1985-11-03|Krishnanagar
259|A.|1987-04-12|Krishnanagar
259|Deepak|1987-10-29|Krishnanagar
259|Priyanka|1986-04-16|Krishnanagar
259|Aditya|1980-12-08|Krishnanagar
259|Vinod|1983-09-20|Krishnanagar
259|K.|1988-12-05|Krishnanagar
259|John|1983-01-10|Krishnanagar
259|Deepak|1985-05-17|Krishnanagar
259|Aditya|1986-08-18|Krishnanagar
259|Aamir|1984-05-01|Krishnanagar
259|John|1981-01-24|Krishnanagar
259|Abhishek|1984-05-16|Krishnanagar
1219|Andrei|1982-12-16|Orhei
1219|Victor|1982-05-13|Orhei
1219|Svetlana|1981-06-29|Orhei
1219|Alexei|1987-01-14|Orhei
516|Michael|1989-05-30|Copenhagen
516|Lars|1986-12-04|Copenhagen
516|Lars|1982-04-24|Copenhagen
516|Poul|1980-08-26|Copenhagen
516|Svend|1982-06-09|Copenhagen
516|Ole|1984-03-17|Copenhagen
787|Javed|1980-05-03|Wah_Cantonment
787|Babar|1983-03-02|Wah_Cantonment
787|Ayesha|1987-01-29|Wah_Cantonment
787|Mirza Kalich|1985-06-12|Wah_Cantonment
787|Imran|1986-03-02|Wah_Cantonment
787|Muhammad|1989-08-01|Wah_Cantonment
787|Faisal|1982-06-10|Wah_Cantonment
541|Lara|1988-08-30|Port_Moresby
541|Warwick Raymond|1987-07-23|Port_Moresby
541|George Mamua|1982-05-09|Port_Moresby
541|Vincent|1981-10-05|Port_Moresby
541|Vincent|1980-07-11|Port_Moresby
541|Peta Luise|1984-02-13|Port_Moresby
541|Allan|1983-10-20|Port_Moresby
541|Piers|1984-05-06|Port_Moresby
541|Sonny|1982-01-21|Port_Moresby
278|Rajiv|1988-02-23|Tirupati
278|Sanjay|1981-05-22|Tirupati
278|Rahul|1984-07-15|Tirupati
278|John|1985-03-26|Tirupati
278|Allu|1982-12-01|Tirupati
278|Shweta|1985-02-28|Tirupati
278|Shweta|1989-03-06|Tirupati
278|Arun|1985-12-04|Tirupati
278|Meera|1989-10-15|Tirupati
436|Wei|1985-03-08|Anda
436|Zhang|1987-01-19|Anda
436|Ai|1988-05-28|Anda
436|Wei|1989-10-05|Anda
436|Zhang|1980-07-26|Anda
436|Jie|1982-09-28|Anda
436|Chen|1980-03-17|Anda
436|Zhong|1980-08-31|Anda
436|Yang|1982-06-09|Anda
436|Jun|1988-10-17|Anda
436|Wei|1989-05-12|Anda
1267|Fernando|1988-07-09|Trujillo
1267|Jorge|1984-04-24|Trujillo
1267|Francisco|1986-04-08|Trujillo
1267|Alejandro|1989-03-27|Trujillo
1267|Carlos|1989-10-30|Trujillo
1267|Abimael|1980-03-01|Trujillo
1267|Fernando|1986-09-13|Trujillo
1086|Otto|1983-12-27|Hradec_Králové
1086|Otto|1983-03-10|Hradec_Králové
1086|Jana|1984-09-01|Hradec_Králové
1086|Friedrich|1986-06-17|Hradec_Králové
1086|Zdenek|1984-12-01|Hradec_Králové
1086|David|1988-05-28|Hradec_Králové
1086|Zdenek|1980-02-19|Hradec_Králové
1086|Friedrich|1985-06-12|Hradec_Králové
1086|Otto|1983-03-01|Hradec_Králové
1086|Zdenek|1982-07-17|Hradec_Králové
1086|Otto|1983-03-25|Hradec_Králové
491|Zhong|1983-01-03|Anyang
491|Peng|1988-02-04|Anyang
491|Chen|1986-09-09|Anyang
491|Bichang|1982-03-16|Anyang
491|Wei|1980-02-10|Anyang
491|Li|1989-02-16|Anyang
491|Ge|1983-06-19|Anyang
491|Chen|1981-10-30|Anyang
491|Peng|1986-07-29|Anyang
491|Baby|1984-07-26|Anyang
491|Chen|1985-11-10|Anyang
1125|Esti Mamo|1988-02-24|Addis_Ababa
1125|Katarina|1984-10-13|Addis_Ababa
1125|Ydnekatchew|1982-02-15|Addis_Ababa
1125|Esti|1987-01-20|Addis_Ababa
1125|Baruch|1981-07-20|Addis_Ababa
1125|Aisso|1985-07-14|Addis_Ababa
1125|Abraham|1980-11-25|Addis_Ababa
1125|Haile|1986-06-14|Addis_Ababa
1125|Aisso|1980-03-11|Addis_Ababa
1125|Sirak|1989-10-14|Addis_Ababa
1125|Aisso|1984-08-06|Addis_Ababa
1125|Aisso|1981-07-18|Addis_Ababa
1125|Katarina|1980-09-16|Addis_Ababa
1125|Angel|1980-09-01|Addis_Ababa
305|K.|1987-05-31|Jamshedpur
305|Aditya|1985-10-19|Jamshedpur
305|A.|1987-08-10|Jamshedpur
305|Rahul|1984-03-29|Jamshedpur
305|Rajiv|1982-06-17|Jamshedpur
305|John|1987-01-26|Jamshedpur
305|Rahul|1981-03-22|Jamshedpur
305|Ashok|1985-12-12|Jamshedpur
274|A.|1983-02-13|Thrissur
274|Aditya|1984-08-05|Thrissur
274|Anand|1989-12-05|Thrissur
274|R.|1983-07-26|Thrissur
274|Rahul|1987-05-02|Thrissur
274|R.|1982-04-30|Thrissur
274|Deepak|1985-02-12|Thrissur
274|Naresh|1988-01-26|Thrissur
274|Ashok|1987-12-15|Thrissur
274|Nikhil|1989-08-11|Thrissur
274|Rahul|1983-03-08|Thrissur
231|Abhishek|1985-08-06|Thanjavur
231|Priyanka|1988-01-17|Thanjavur
231|Ashok|1986-07-06|Thanjavur
231|John|1980-10-16|Thanjavur
231|Aditya|1989-05-21|Thanjavur
231|Prakash|1987-09-07|Thanjavur
231|Rajiv|1983-04-27|Thanjavur
231|Shweta|1987-03-20|Thanjavur
746|Manuel|1982-07-09|Cancún
746|Sergio|1985-06-09|Cancún
746|Alejandro|1982-03-08|Cancún
746|Francisco|1986-03-21|Cancún
746|Jorge|1988-09-22|Cancún
746|Manuel|1987-01-22|Cancún
746|Alfonso|1988-08-21|Cancún
746|Roberto|1981-03-03|Cancún
746|Adolfo|1987-08-17|Cancún
1432|Andreina|1988-06-20|Bolívar
1432|Andreina|1982-07-22|Bolívar
1432|Carolina|1984-06-08|Bolívar
1432|Carlos|1988-04-21|Bolívar
1432|Jessica|1982-08-29|Bolívar
1432|Francis|1987-04-12|Bolívar
1432|Ignacio|1987-03-13|Bolívar
1432|Jose|1983-06-12|Bolívar
1432|Raul|1984-08-23|Bolívar
1432|Patricia|1988-09-22|Bolívar
1432|Adriana|1983-07-14|Bolívar
1432|Carolina|1982-06-04|Bolívar
785|Faisal|1982-01-01|Jamshoro
785|Babar|1988-02-17|Jamshoro
785|Faisal|1981-01-02|Jamshoro
785|Faisal|1988-12-20|Jamshoro
785|Faisal|1988-09-10|Jamshoro
785|Abida|1988-06-22|Jamshoro
785|Aafia|1984-09-13|Jamshoro
785|Imtiaz|1982-07-06|Jamshoro
785|Ahsan|1983-01-30|Jamshoro
785|Ahsan|1980-10-08|Jamshoro
785|Ayesha|1981-07-03|Jamshoro
1256|Adje van den Berg|1988-04-14|Rotterdam
1256|Alfred|1982-05-17|Rotterdam
1256|Alfred|1989-04-25|Rotterdam
1256|Abraham|1982-12-04|Rotterdam
1256|Ab|1982-04-20|Rotterdam
1256|Alfred|1988-11-01|Rotterdam
943|Dieu Hoa|1988-06-24|Gia_lam
943|Don|1988-04-25|Gia_lam
943|Cam|1988-11-02|Gia_lam
943|Batong|1988-05-09|Gia_lam
943|Anh|1982-11-05|Gia_lam
943|Huong|1985-01-02|Gia_lam
943|Bich Phuong|1984-10-31|Gia_lam
943|Cesar|1985-06-15|Gia_lam
943|Diem|1989-01-16|Gia_lam
943|Dặng Dinh|1980-02-24|Gia_lam
943|Huỳnh Ngọc Tâm Đoan|1983-10-01|Gia_lam
943|Huu|1980-09-22|Gia_lam
943|Diem|1988-09-09|Gia_lam
1058|Manuel|1983-02-01|Osorno
1058|Arturo|1984-08-13|Osorno
1058|Roberto|1982-06-21|Osorno
1058|Miguel|1985-09-10|Osorno
1058|Olga|1980-07-10|Osorno
1058|Patricio|1985-03-14|Osorno
1058|Arturo|1980-12-11|Osorno
1058|Arturo|1985-09-29|Osorno
1058|Francisco|1988-01-08|Osorno
1058|Eduardo|1983-09-09|Osorno
1058|Patricio|1988-11-20|Osorno
1306|Constantin|1981-07-10|Cluj-Napoca
1306|Mihai|1983-09-06|Cluj-Napoca
1306|Constantin|1989-05-06|Cluj-Napoca
1306|Gheorghe|1989-01-07|Cluj-Napoca
1306|Constantin|1987-02-07|Cluj-Napoca
1306|Nicolae|1986-01-10|Cluj-Napoca
1306|Stefan|1988-05-15|Cluj-Napoca
939|Cam|1980-09-14|Sóc_Trăng
939|Billinjer C|1985-10-17|Sóc_Trăng
939|Jacques Van Mau|1982-07-30|Sóc_Trăng
939|Janet|1987-02-19|Sóc_Trăng
939|Don|1981-12-29|Sóc_Trăng
611|Heinrich|1985-11-27|Koblenz
611|Fritz|1988-06-24|Koblenz
611|Kurt|1983-02-16|Koblenz
611|Wilhelm|1984-03-25|Koblenz
611|Rudolf|1980-05-15|Koblenz
611|Josef|1984-01-03|Koblenz
611|Kurt|1980-06-12|Koblenz
611|Gerhard|1988-12-11|Koblenz
611|Horst|1981-11-06|Koblenz
611|Walter|1985-12-30|Koblenz
844|Dmitry|1988-12-15|Saint_Petersburg
844|Michael|1981-04-14|Saint_Petersburg
844|Ivan|1982-05-04|Saint_Petersburg
844|Alexander|1981-01-10|Saint_Petersburg
844|Aleksandr|1983-05-25|Saint_Petersburg
844|Alexander|1983-10-27|Saint_Petersburg
844|Lev|1986-06-15|Saint_Petersburg
844|Andrei|1989-10-09|Saint_Petersburg
844|Aleksandr|1988-03-15|Saint_Petersburg
844|Alexander|1985-12-27|Saint_Petersburg
844|Eugenia|1985-10-08|Saint_Petersburg
1239|Ram Baran|1981-07-23|Balkumari
1239|Jharana Bajracharya Rashid|1985-11-23|Balkumari
1239|Crown Prince|1984-08-10|Balkumari
1239|Kamal|1989-01-10|Balkumari
1239|Jharana Bajracharya Rashid|1983-07-26|Balkumari
1239|Kalidas|1987-10-01|Balkumari
1097|Djembo|1988-06-08|Kananga
1097|Leroy Halirou|1986-03-19|Kananga
1097|Kalu|1987-02-08|Kananga
1097|Jean-Pierre|1983-05-13|Kananga
1097|Barbara|1987-01-06|Kananga
1097|Barbara|1984-10-21|Kananga
1097|Lomana Trésor|1986-08-22|Kananga
1097|Eugene Moke|1982-06-01|Kananga
1022|Jim|1986-11-07|Edmonton
1022|George|1988-12-16|Edmonton
1022|Mark|1985-05-09|Edmonton
1022|Michael|1981-08-02|Edmonton
1022|David|1981-09-04|Edmonton
1022|Jack|1988-06-08|Edmonton
1022|George|1989-10-22|Edmonton
1022|Richard|1987-09-18|Edmonton
1022|Jack|1985-03-11|Edmonton
1040|Alexandre Song|1983-10-12|Mokolo
1040|Samuel|1980-05-31|Mokolo
1040|André|1980-07-23|Mokolo
1040|Samuel|1989-11-12|Mokolo
1040|Bernard|1982-03-29|Mokolo
1040|Karim|1989-11-22|Mokolo
1040|Guy|1981-07-18|Mokolo
1040|Guy|1983-01-27|Mokolo
1040|Richard|1983-03-18|Mokolo
1040|Axelle|1981-02-16|Mokolo
1040|Leonard|1982-03-22|Mokolo
1383|Anucha|1989-07-10|Bangkok
1383|Sombat|1986-09-24|Bangkok
1383|Narong|1986-01-09|Bangkok
1383|Chatree|1987-08-09|Bangkok
1383|Sombat|1987-04-06|Bangkok
1383|Adisorn|1989-11-23|Bangkok
1383|Jetsada|1987-01-20|Bangkok
1041|Alphonse|1986-10-05|Baffoussam
1041|Patrick|1984-01-20|Baffoussam
1041|Patrick|1989-07-09|Baffoussam
1041|Patrick|1986-12-27|Baffoussam
1041|Alphonse|1987-01-02|Baffoussam
1041|Bertin|1985-11-27|Baffoussam
1041|Samuel|1981-11-19|Baffoussam
1041|Geremi Sorele Njitap|1987-12-03|Baffoussam
742|Alfonso|1980-11-25|Santa_Catarina
742|Alfonso|1984-01-06|Santa_Catarina
742|Sergio|1986-02-18|Santa_Catarina
742|Eduardo|1985-09-16|Santa_Catarina
742|Jesus|1987-05-02|Santa_Catarina
742|Manuel|1986-10-09|Santa_Catarina
742|Jorge|1981-02-21|Santa_Catarina
742|Jorge|1988-01-18|Santa_Catarina
742|Antonio|1988-11-08|Santa_Catarina
742|Carlos|1981-03-10|Santa_Catarina
742|Arturo|1989-02-24|Santa_Catarina
1295|Joao|1982-02-23|Mesa
1295|Artur|1980-01-23|Mesa
1295|Carlos|1988-07-01|Mesa
1295|Carlos|1987-05-11|Mesa
1295|Augusto|1989-07-24|Mesa
1295|Pedro|1986-06-10|Mesa
1295|Jose|1981-05-29|Mesa
1295|Nuno|1982-04-16|Mesa
1295|Jorge|1988-11-29|Mesa
1295|Bruno|1980-06-19|Mesa
1295|Jose|1987-05-22|Mesa
1295|Mario|1989-09-24|Mesa
1295|Vitor|1987-12-11|Mesa
529|Andrius|1987-01-05|Vilnius
529|Saulius|1987-05-05|Vilnius
529|Linas|1985-03-08|Vilnius
529|Valdas|1985-04-13|Vilnius
529|Linas|1983-04-07|Vilnius
529|Simas|1982-03-21|Vilnius
529|Zydrunas|1981-10-11|Vilnius
529|Andrius|1986-05-26|Vilnius
679|Prince|1987-07-22|Nara
679|Akira|1987-12-05|Nara
679|Aki|1989-06-03|Nara
679|Jun|1982-10-14|Nara
679|Yuki|1987-08-08|Nara
679|Hideyuki|1982-06-15|Nara
679|Yuki|1984-04-12|Nara
1274|Antonio Cornejo|1986-01-08|Callao
1274|Roberto|1982-01-18|Callao
1274|Francisco|1983-08-26|Callao
1274|Carlos|1988-09-25|Callao
1274|Daniel|1981-08-21|Callao
1285|Wojciech|1981-06-11|Poznań
1285|Jerzy|1982-11-27|Poznań
1285|Michal|1985-01-17|Poznań
1285|Stanisław|1985-10-14|Poznań
1285|Wojciech|1989-06-30|Poznań
1285|Tomasz|1988-10-01|Poznań
1285|Adam|1987-02-08|Poznań
1285|Andrzej|1980-04-05|Poznań
1285|Stanisław|1989-02-06|Poznań
1285|Marek|1986-08-30|Poznań
1285|Witold|1980-03-04|Poznań
401|Chi|1980-04-07|Chaozhou
401|Chen|1982-02-08|Chaozhou
401|Zheng|1981-07-02|Chaozhou
401|Lei|1987-07-12|Chaozhou
401|Bingbing|1986-05-04|Chaozhou
401|Jie|1989-11-02|Chaozhou
401|Chen|1989-09-08|Chaozhou
976|Alfredo|1983-09-14|Corrientes
976|Pablo|1985-12-12|Corrientes
976|Jose|1983-12-02|Corrientes
976|Angel|1980-02-03|Corrientes
976|Carlos|1986-08-12|Corrientes
976|Sergio|1986-11-23|Corrientes
976|Roberto|1985-01-01|Corrientes
976|Carlos|1986-05-02|Corrientes
1341|Seung-Won|1982-07-27|Yongin
1341|Choi|1980-03-31|Yongin
1341|Jae-Jin|1987-02-10|Yongin
1341|Chan|1988-10-11|Yongin
1341|Bit Na|1980-03-04|Yongin
1341|Ah-Joong|1981-07-22|Yongin
1341|Choi|1983-03-17|Yongin
1341|Choi|1987-04-25|Yongin
1095|Édouard|1989-03-13|Goma
1095|Joseph|1987-05-17|Goma
